date,entry_time,exit_time,direction,entry_price,exit_price,result,pips,tokyo_high,tokyo_low,tokyo_range_pips,entry_hour,year,month
2023-08-23,2023-08-23 10:35:00,2023-08-23 10:50:00,SELL,145.458,145.358,WIN,9.7,145.879,145.569,31.000000000000227,10,2023,8
2023-08-24,2023-08-24 07:30:00,2023-08-24 10:40:00,BUY,145.133,145.233,WIN,9.7,145.06,144.593,46.700000000001296,7,2023,8
2023-08-29,2023-08-29 13:25:00,2023-08-29 13:55:00,BUY,146.639,146.739,WIN,9.7,146.545,146.301,24.399999999999977,13,2023,8
2023-08-30,2023-08-30 09:40:00,2023-08-30 10:15:00,BUY,146.281,146.381,WIN,9.7,146.23,145.772,45.79999999999984,9,2023,8
2023-09-04,2023-09-04 10:00:00,2023-09-04 10:40:00,BUY,146.298,146.398,WIN,9.7,146.24,146.015,22.500000000002274,10,2023,9
2023-09-05,2023-09-05 08:30:00,2023-09-05 09:15:00,BUY,146.781,146.881,WIN,9.7,146.719,146.356,36.299999999999955,8,2023,9
2023-09-06,2023-09-06 08:35:00,2023-09-06 08:50:00,SELL,147.216,147.116,WIN,9.7,147.812,147.354,45.79999999999984,8,2023,9
2023-09-12,2023-09-12 09:05:00,2023-09-12 13:40:00,BUY,146.858,146.958,WIN,9.7,146.794,146.432,36.20000000000232,9,2023,9
2023-09-15,2023-09-15 08:00:00,2023-09-15 10:00:00,BUY,147.567,147.667,WIN,9.7,147.512,147.329,18.299999999999272,8,2023,9
2023-09-20,2023-09-20 09:10:00,2023-09-20 10:15:00,BUY,147.903,148.003,WIN,9.7,147.849,147.683,16.59999999999968,9,2023,9
2023-09-21,2023-09-21 13:05:00,2023-09-21 13:20:00,SELL,148.062,147.96200000000002,WIN,9.7,148.452,148.163,28.899999999998727,13,2023,9
2023-09-26,2023-09-26 09:15:00,2023-09-26 09:30:00,BUY,149.026,149.126,WIN,9.7,148.946,148.697,24.899999999999523,9,2023,9
2023-09-29,2023-09-29 09:10:00,2023-09-29 09:35:00,SELL,149.089,148.989,WIN,9.7,149.442,149.195,24.70000000000141,9,2023,9
2023-10-06,2023-10-06 07:20:00,2023-10-06 08:50:00,BUY,148.741,148.841,WIN,9.7,148.685,148.353,33.19999999999936,7,2023,10
2023-10-11,2023-10-11 06:45:00,2023-10-11 08:40:00,BUY,148.819,148.91899999999998,WIN,9.7,148.744,148.416,32.800000000000296,6,2023,10
2023-10-13,2023-10-13 07:15:00,2023-10-13 13:00:00,SELL,149.661,149.561,WIN,9.7,149.82,149.714,10.599999999999454,7,2023,10
2023-10-17,2023-10-17 11:20:00,2023-10-17 13:10:00,BUY,149.681,149.181,LOSS,-50.3,149.624,149.47,15.399999999999636,11,2023,10
2023-10-26,2023-10-26 08:55:00,2023-10-26 09:05:00,BUY,150.484,150.584,WIN,9.7,150.432,150.035,39.699999999999136,8,2023,10
2023-10-27,2023-10-27 08:50:00,2023-10-27 12:50:00,SELL,150.083,149.983,WIN,9.7,150.406,150.157,24.899999999999523,8,2023,10
2023-11-07,2023-11-07 07:10:00,2023-11-07 08:40:00,BUY,150.286,150.386,WIN,9.7,150.217,149.923,29.400000000001114,7,2023,11
2023-11-08,2023-11-08 08:15:00,2023-11-08 11:10:00,BUY,150.67,150.76999999999998,WIN,9.7,150.609,150.282,32.69999999999982,8,2023,11
2023-11-17,2023-11-17 10:10:00,2023-11-17 10:30:00,SELL,150.347,150.247,WIN,9.7,150.769,150.415,35.40000000000134,10,2023,11
2023-11-22,2023-11-22 07:10:00,2023-11-22 07:20:00,BUY,148.47,148.57,WIN,9.7,148.372,148.011,36.10000000000184,7,2023,11
2023-11-24,2023-11-24 06:50:00,2023-11-24 07:05:00,SELL,149.349,149.249,WIN,9.7,149.706,149.401,30.49999999999784,6,2023,11
2023-11-30,2023-11-30 11:35:00,2023-11-30 11:50:00,BUY,147.299,147.399,WIN,9.7,147.225,146.834,39.09999999999911,11,2023,11
2023-12-05,2023-12-05 08:10:00,2023-12-05 08:30:00,SELL,146.911,146.811,WIN,9.7,147.372,146.965,40.70000000000107,8,2023,12
2023-12-13,2023-12-13 08:25:00,2023-12-13 08:55:00,BUY,145.757,145.857,WIN,9.7,145.657,145.177,48.00000000000182,8,2023,12
2023-12-18,2023-12-18 10:10:00,2023-12-18 12:30:00,BUY,142.509,142.60899999999998,WIN,9.7,142.451,142.021,43.00000000000068,10,2023,12
2023-12-20,2023-12-20 06:10:00,2023-12-20 06:25:00,SELL,143.572,143.472,WIN,9.7,144.091,143.634,45.700000000002206,6,2023,12
2023-12-29,2023-12-29 09:05:00,2023-12-29 11:15:00,SELL,141.186,141.686,LOSS,-50.3,141.661,141.244,41.70000000000016,9,2023,12
2024-01-03,2024-01-03 09:10:00,2024-01-03 09:15:00,BUY,142.315,142.415,WIN,9.7,142.173,141.853,31.999999999999318,9,2024,1
2024-01-05,2024-01-05 08:20:00,2024-01-05 08:25:00,BUY,145.086,145.186,WIN,9.7,144.948,144.511,43.70000000000118,8,2024,1
2024-01-17,2024-01-17 07:35:00,2024-01-17 08:05:00,BUY,147.611,147.71099999999998,WIN,9.7,147.479,147.04,43.90000000000214,7,2024,1
2024-01-18,2024-01-18 08:05:00,2024-01-18 08:50:00,SELL,147.798,147.698,WIN,9.7,148.243,147.86,38.299999999998136,8,2024,1
2024-01-26,2024-01-26 11:05:00,2024-01-26 11:15:00,BUY,147.977,148.077,WIN,9.7,147.843,147.473,36.99999999999761,11,2024,1
2024-01-29,2024-01-29 08:10:00,2024-01-29 09:00:00,SELL,147.943,147.84300000000002,WIN,9.7,148.327,148.017,31.000000000000227,8,2024,1
2024-02-02,2024-02-02 09:15:00,2024-02-02 10:25:00,BUY,146.568,146.668,WIN,9.7,146.507,146.234,27.299999999999613,9,2024,2
2024-02-07,2024-02-07 08:25:00,2024-02-07 12:50:00,BUY,148.032,148.132,WIN,9.7,147.981,147.705,27.599999999998204,8,2024,2
2024-02-08,2024-02-08 06:50:00,2024-02-08 07:10:00,BUY,148.455,148.555,WIN,9.7,148.396,147.923,47.29999999999848,6,2024,2
2024-02-13,2024-02-13 09:15:00,2024-02-13 10:15:00,BUY,149.577,149.677,WIN,9.7,149.526,149.256,27.000000000001023,9,2024,2
2024-02-15,2024-02-15 07:10:00,2024-02-15 11:05:00,SELL,150.084,149.984,WIN,9.7,150.56,150.135,42.50000000000114,7,2024,2
2024-02-22,2024-02-22 08:30:00,2024-02-22 09:35:00,SELL,150.203,150.103,WIN,9.7,150.455,150.256,19.900000000001228,8,2024,2
2024-02-23,2024-02-23 08:00:00,2024-02-23 11:10:00,BUY,150.609,150.709,WIN,9.7,150.554,150.365,18.899999999999295,8,2024,2
2024-02-27,2024-02-27 09:35:00,2024-02-27 10:20:00,SELL,150.343,150.243,WIN,9.7,150.696,150.414,28.20000000000107,9,2024,2
2024-02-28,2024-02-28 06:30:00,2024-02-28 09:20:00,BUY,150.595,150.695,WIN,9.7,150.535,150.366,16.899999999998272,6,2024,2
2024-03-01,2024-03-01 07:30:00,2024-03-01 10:05:00,BUY,150.463,150.563,WIN,9.7,150.409,149.909,50.0,7,2024,3
2024-03-04,2024-03-04 07:00:00,2024-03-04 08:30:00,BUY,150.254,150.35399999999998,WIN,9.7,150.201,149.832,36.89999999999998,7,2024,3
2024-03-06,2024-03-06 09:05:00,2024-03-06 09:10:00,SELL,149.542,149.442,WIN,9.7,150.078,149.806,27.199999999999136,9,2024,3
2024-03-13,2024-03-13 09:35:00,2024-03-13 11:50:00,BUY,147.746,147.846,WIN,9.7,147.656,147.226,43.00000000000068,9,2024,3
2024-03-15,2024-03-15 10:00:00,2024-03-15 10:55:00,SELL,148.055,148.555,LOSS,-50.3,148.652,148.214,43.79999999999882,10,2024,3
2024-03-19,2024-03-19 06:35:00,2024-03-19 06:40:00,BUY,149.585,149.685,WIN,9.7,149.388,149.024,36.40000000000043,6,2024,3
2024-04-03,2024-04-03 10:00:00,2024-04-03 12:05:00,BUY,151.693,151.793,WIN,9.7,151.633,151.434,19.900000000001228,10,2024,4
2024-04-16,2024-04-16 09:25:00,2024-04-16 09:30:00,BUY,154.478,154.578,WIN,9.7,154.416,154.124,29.20000000000016,9,2024,4
2024-04-25,2024-04-25 07:45:00,2024-04-25 07:55:00,BUY,155.506,155.606,WIN,9.7,155.443,155.189,25.40000000000191,7,2024,4
2024-04-26,2024-04-26 06:20:00,2024-04-26 06:30:00,BUY,155.823,155.923,WIN,9.7,155.654,155.52,13.399999999998613,6,2024,4
2024-05-15,2024-05-15 08:10:00,2024-05-15 10:25:00,SELL,156.209,156.109,WIN,9.7,156.555,156.303,25.200000000000955,8,2024,5
2024-05-30,2024-05-30 07:35:00,2024-05-30 08:20:00,SELL,157.206,157.106,WIN,9.7,157.667,157.298,36.89999999999998,7,2024,5
2024-05-31,2024-05-31 10:30:00,2024-05-31 11:00:00,BUY,157.078,157.178,WIN,9.7,157.019,156.568,45.09999999999934,10,2024,5
2024-06-03,2024-06-03 06:50:00,2024-06-03 13:10:00,BUY,157.386,156.886,LOSS,-50.3,157.331,156.99,34.099999999997976,6,2024,6
2024-06-07,2024-06-07 09:05:00,2024-06-07 09:15:00,SELL,155.356,155.256,WIN,9.7,155.93,155.495,43.50000000000023,9,2024,6
2024-06-13,2024-06-13 08:00:00,2024-06-13 08:35:00,BUY,157.086,157.186,WIN,9.7,157.009,156.573,43.59999999999786,8,2024,6
2024-06-14,2024-06-14 06:20:00,2024-06-14 06:25:00,BUY,157.641,157.74099999999999,WIN,9.7,157.33,156.941,38.900000000001,6,2024,6
2024-06-18,2024-06-18 08:35:00,2024-06-18 09:25:00,BUY,157.795,157.89499999999998,WIN,9.7,157.733,157.511,22.20000000000084,8,2024,6
2024-06-20,2024-06-20 08:15:00,2024-06-20 10:55:00,BUY,158.167,158.267,WIN,9.7,158.111,157.812,29.899999999997817,8,2024,6
2024-06-24,2024-06-24 13:05:00,2024-06-24 13:10:00,SELL,159.218,159.118,WIN,9.7,159.919,159.589,33.00000000000125,13,2024,6
2024-06-26,2024-06-26 11:50:00,2024-06-26 12:35:00,BUY,159.946,160.046,WIN,9.7,159.895,159.603,29.20000000000016,11,2024,6
2024-07-03,2024-07-03 07:40:00,2024-07-03 08:05:00,BUY,161.702,161.802,WIN,9.7,161.643,161.38,26.300000000000523,7,2024,7
2024-07-17,2024-07-17 07:55:00,2024-07-17 08:45:00,SELL,158.211,158.11100000000002,WIN,9.7,158.614,158.27,34.39999999999941,7,2024,7
2024-07-19,2024-07-19 08:00:00,2024-07-19 08:40:00,BUY,157.687,157.787,WIN,9.7,157.527,157.058,46.89999999999941,8,2024,7
2024-07-22,2024-07-22 08:25:00,2024-07-22 09:00:00,SELL,157.083,156.983,WIN,9.7,157.607,157.15,45.69999999999936,8,2024,7
2024-08-29,2024-08-29 08:00:00,2024-08-29 08:10:00,BUY,144.755,144.855,WIN,9.7,144.691,144.215,47.59999999999991,8,2024,8
2024-08-30,2024-08-30 12:30:00,2024-08-30 13:15:00,BUY,145.121,145.221,WIN,9.7,145.065,144.646,41.900000000001114,12,2024,8
2024-09-06,2024-09-06 06:40:00,2024-09-06 07:05:00,SELL,143.027,142.927,WIN,9.7,143.479,143.091,38.80000000000052,6,2024,9
2024-10-09,2024-10-09 08:05:00,2024-10-09 08:55:00,BUY,148.502,148.602,WIN,9.7,148.43,148.003,42.70000000000209,8,2024,10
2024-10-10,2024-10-10 07:25:00,2024-10-10 07:30:00,BUY,149.38,149.48,WIN,9.7,149.3,148.916,38.400000000001455,7,2024,10
2024-10-11,2024-10-11 12:25:00,2024-10-11 13:25:00,BUY,148.866,148.966,WIN,9.7,148.795,148.394,40.099999999998204,12,2024,10
2024-10-15,2024-10-15 09:20:00,2024-10-15 10:00:00,SELL,149.37,149.27,WIN,9.7,149.838,149.43,40.799999999998704,9,2024,10
2024-10-17,2024-10-17 10:25:00,2024-10-17 11:40:00,BUY,149.722,149.822,WIN,9.7,149.659,149.232,42.69999999999925,10,2024,10
2024-10-18,2024-10-18 08:00:00,2024-10-18 13:10:00,SELL,149.794,149.69400000000002,WIN,9.7,150.284,149.867,41.70000000000016,8,2024,10
2024-10-22,2024-10-22 06:15:00,2024-10-22 07:10:00,BUY,150.954,151.054,WIN,9.7,150.841,150.489,35.20000000000039,6,2024,10
2024-10-24,2024-10-24 07:10:00,2024-10-24 07:45:00,SELL,152.25,152.15,WIN,9.7,152.828,152.328,50.0,7,2024,10
2024-10-30,2024-10-30 11:45:00,2024-10-30 11:55:00,SELL,152.925,152.82500000000002,WIN,9.7,153.438,153.063,37.5,11,2024,10
2024-10-31,2024-10-31 06:20:00,2024-10-31 07:05:00,SELL,152.992,152.892,WIN,9.7,153.62,153.148,47.20000000000084,6,2024,10
2024-11-07,2024-11-07 06:15:00,2024-11-07 06:25:00,SELL,154.029,153.929,WIN,9.7,154.71,154.21,50.0,6,2024,11
2024-11-13,2024-11-13 08:00:00,2024-11-13 08:05:00,BUY,155.007,155.107,WIN,9.7,154.935,154.48,45.50000000000125,8,2024,11
2024-11-20,2024-11-20 06:05:00,2024-11-20 07:50:00,BUY,155.062,155.162,WIN,9.7,154.987,154.509,47.800000000000864,6,2024,11
2024-12-09,2024-12-09 08:20:00,2024-12-09 09:40:00,BUY,150.17,150.26999999999998,WIN,9.7,150.079,149.683,39.6000000000015,8,2024,12
2024-12-23,2024-12-23 09:10:00,2024-12-23 13:50:00,BUY,156.767,156.867,WIN,9.7,156.689,156.27,41.89999999999827,9,2024,12
2025-01-08,2025-01-08 12:35:00,2025-01-08 13:25:00,BUY,158.302,158.402,WIN,9.7,158.242,157.89,35.20000000000039,12,2025,1
2025-01-10,2025-01-10 06:30:00,2025-01-10 09:35:00,BUY,158.33,158.43,WIN,9.7,158.278,157.92,35.80000000000041,6,2025,1
2025-01-15,2025-01-15 06:25:00,2025-01-15 06:30:00,SELL,157.764,157.66400000000002,WIN,9.7,158.084,157.818,26.599999999999113,6,2025,1
2025-01-23,2025-01-23 07:00:00,2025-01-23 12:15:00,BUY,156.701,156.201,LOSS,-50.3,156.606,156.277,32.90000000000077,7,2025,1
2025-01-29,2025-01-29 07:00:00,2025-01-29 07:30:00,SELL,155.227,155.127,WIN,9.7,155.786,155.314,47.20000000000084,7,2025,1
2025-02-11,2025-02-11 12:50:00,2025-02-11 13:25:00,BUY,152.132,152.232,WIN,9.7,152.054,151.676,37.80000000000143,12,2025,2
2025-03-13,2025-03-13 07:10:00,2025-03-13 07:25:00,SELL,148.017,147.917,WIN,9.7,148.37,148.068,30.19999999999925,7,2025,3
2025-03-17,2025-03-17 07:05:00,2025-03-17 08:00:00,BUY,148.947,149.047,WIN,9.7,148.896,148.451,44.49999999999932,7,2025,3
2025-03-19,2025-03-19 08:30:00,2025-03-19 09:00:00,BUY,149.699,149.799,WIN,9.7,149.642,149.181,46.09999999999843,8,2025,3
2025-03-25,2025-03-25 07:35:00,2025-03-25 08:25:00,SELL,150.518,150.418,WIN,9.7,150.94,150.583,35.69999999999993,7,2025,3
2025-03-26,2025-03-26 06:10:00,2025-03-26 06:55:00,BUY,150.362,150.462,WIN,9.7,150.277,149.835,44.199999999997885,6,2025,3
2025-04-02,2025-04-02 12:55:00,2025-04-02 13:00:00,SELL,149.443,149.34300000000002,WIN,9.7,149.945,149.497,44.79999999999791,12,2025,4
2025-04-29,2025-04-29 07:40:00,2025-04-29 12:05:00,BUY,142.512,142.612,WIN,9.7,142.432,141.951,48.099999999999454,7,2025,4
2025-04-30,2025-04-30 09:05:00,2025-04-30 10:30:00,BUY,142.682,142.78199999999998,WIN,9.7,142.545,142.104,44.09999999999741,9,2025,4
2025-05-01,2025-05-01 06:05:00,2025-05-01 06:30:00,BUY,143.424,143.524,WIN,9.7,143.238,142.87,36.7999999999995,6,2025,5
2025-06-05,2025-06-05 07:30:00,2025-06-05 08:50:00,BUY,143.053,143.153,WIN,9.7,142.972,142.526,44.599999999999795,7,2025,6
2025-06-18,2025-06-18 07:20:00,2025-06-18 07:35:00,SELL,145.05,144.95000000000002,WIN,9.7,145.439,145.102,33.69999999999891,7,2025,6
2025-06-19,2025-06-19 09:30:00,2025-06-19 12:50:00,BUY,145.315,145.415,WIN,9.7,145.211,144.727,48.40000000000089,9,2025,6
2025-06-25,2025-06-25 08:15:00,2025-06-25 09:15:00,BUY,145.092,145.192,WIN,9.7,145.036,144.6,43.600000000000705,8,2025,6
2025-07-02,2025-07-02 08:50:00,2025-07-02 10:00:00,BUY,143.805,143.905,WIN,9.7,143.742,143.313,42.900000000000205,8,2025,7
2025-07-03,2025-07-03 06:45:00,2025-07-03 08:20:00,BUY,143.818,143.918,WIN,9.7,143.756,143.438,31.800000000001205,6,2025,7
2025-07-04,2025-07-04 06:20:00,2025-07-04 07:20:00,SELL,144.507,144.407,WIN,9.7,144.965,144.566,39.90000000000009,6,2025,7
2025-07-18,2025-07-18 07:00:00,2025-07-18 08:30:00,BUY,148.689,148.789,WIN,9.7,148.62,148.283,33.70000000000175,7,2025,7
2025-07-29,2025-07-29 08:25:00,2025-07-29 10:30:00,SELL,148.211,148.711,LOSS,-50.3,148.704,148.283,42.10000000000207,8,2025,7
2025-08-01,2025-08-01 08:30:00,2025-08-01 08:50:00,SELL,150.514,150.41400000000002,WIN,9.7,150.913,150.586,32.69999999999982,8,2025,8
2025-08-13,2025-08-13 10:10:00,2025-08-13 10:30:00,SELL,147.544,147.44400000000002,WIN,9.7,148.164,147.693,47.09999999999752,10,2025,8
2025-08-20,2025-08-20 09:05:00,2025-08-20 09:15:00,SELL,147.352,147.252,WIN,9.7,147.812,147.411,40.100000000001046,9,2025,8
2025-08-21,2025-08-21 09:40:00,2025-08-21 12:35:00,BUY,147.567,147.667,WIN,9.7,147.505,147.217,28.79999999999825,9,2025,8
2025-08-27,2025-08-27 06:25:00,2025-08-27 07:15:00,BUY,147.792,147.892,WIN,9.7,147.732,147.243,48.90000000000043,6,2025,8
2025-08-28,2025-08-28 06:45:00,2025-08-28 09:00:00,SELL,147.119,147.019,WIN,9.7,147.482,147.183,29.90000000000066,6,2025,8
2025-09-04,2025-09-04 06:55:00,2025-09-04 10:20:00,BUY,148.24,148.34,WIN,9.7,148.187,147.781,40.60000000000059,6,2025,9
2025-09-09,2025-09-09 07:50:00,2025-09-09 08:25:00,SELL,147.096,146.996,WIN,9.7,147.518,147.147,37.10000000000093,7,2025,9
2025-09-11,2025-09-11 08:55:00,2025-09-11 09:00:00,BUY,147.575,147.67499999999998,WIN,9.7,147.476,147.272,20.400000000000773,8,2025,9
2025-09-12,2025-09-12 07:40:00,2025-09-12 11:10:00,BUY,147.532,147.632,WIN,9.7,147.476,147.108,36.7999999999995,7,2025,9
2025-09-16,2025-09-16 06:30:00,2025-09-16 08:00:00,SELL,147.055,146.955,WIN,9.7,147.535,147.107,42.79999999999973,6,2025,9
2025-09-18,2025-09-18 07:55:00,2025-09-18 08:45:00,BUY,147.204,147.304,WIN,9.7,147.144,146.753,39.100000000001955,7,2025,9
2025-09-19,2025-09-19 06:35:00,2025-09-19 06:45:00,SELL,147.746,147.64600000000002,WIN,9.7,148.112,147.828,28.39999999999918,6,2025,9
2025-09-24,2025-09-24 07:00:00,2025-09-24 09:10:00,BUY,147.891,147.99099999999999,WIN,9.7,147.82,147.506,31.399999999999295,7,2025,9
2025-09-30,2025-09-30 07:45:00,2025-09-30 08:00:00,SELL,148.435,148.335,WIN,9.7,148.84,148.495,34.499999999999886,7,2025,9
2025-10-02,2025-10-02 11:45:00,2025-10-02 12:25:00,SELL,146.763,146.663,WIN,9.7,147.319,146.932,38.700000000000045,11,2025,10
2025-10-07,2025-10-07 09:25:00,2025-10-07 11:45:00,BUY,150.679,150.779,WIN,9.7,150.615,150.198,41.70000000000016,9,2025,10
2025-10-09,2025-10-09 09:10:00,2025-10-09 09:20:00,BUY,152.888,152.988,WIN,9.7,152.758,152.402,35.6000000000023,9,2025,10
2025-10-10,2025-10-10 06:35:00,2025-10-10 06:50:00,SELL,152.745,152.645,WIN,9.7,153.271,152.829,44.199999999997885,6,2025,10
2025-10-17,2025-10-17 06:40:00,2025-10-17 08:15:00,SELL,149.965,149.865,WIN,9.7,150.441,150.037,40.399999999999636,6,2025,10
2025-11-04,2025-11-04 06:25:00,2025-11-04 06:30:00,SELL,153.98,153.88,WIN,9.7,154.477,154.049,42.79999999999973,6,2025,11
2025-11-06,2025-11-06 10:00:00,2025-11-06 10:55:00,SELL,153.717,153.61700000000002,WIN,9.7,154.133,153.79,34.30000000000177,10,2025,11
2025-11-07,2025-11-07 08:00:00,2025-11-07 09:00:00,BUY,153.427,153.527,WIN,9.7,153.301,152.81,49.099999999998545,8,2025,11
2025-11-12,2025-11-12 06:20:00,2025-11-12 06:40:00,BUY,154.557,154.65699999999998,WIN,9.7,154.406,154.032,37.39999999999952,6,2025,11
2025-11-13,2025-11-13 10:55:00,2025-11-13 11:05:00,SELL,154.514,154.41400000000002,WIN,9.7,155.009,154.616,39.299999999997226,10,2025,11
2025-11-18,2025-11-18 06:15:00,2025-11-18 06:20:00,SELL,154.992,154.892,WIN,9.7,155.373,155.108,26.499999999998636,6,2025,11
2025-11-19,2025-11-19 10:25:00,2025-11-19 11:35:00,BUY,155.652,155.75199999999998,WIN,9.7,155.583,155.209,37.39999999999952,10,2025,11
2025-11-21,2025-11-21 08:05:00,2025-11-21 09:30:00,SELL,157.079,156.979,WIN,9.7,157.535,157.187,34.79999999999848,8,2025,11
2025-11-25,2025-11-25 10:45:00,2025-11-25 11:00:00,SELL,156.475,156.375,WIN,9.7,156.977,156.547,43.00000000000068,10,2025,11
2025-12-02,2025-12-02 10:15:00,2025-12-02 10:40:00,BUY,155.862,155.962,WIN,9.7,155.769,155.402,36.700000000001864,10,2025,12
2025-12-03,2025-12-03 08:25:00,2025-12-03 13:20:00,SELL,155.521,155.421,WIN,9.7,155.899,155.596,30.299999999999727,8,2025,12
2025-12-05,2025-12-05 07:15:00,2025-12-05 07:25:00,SELL,154.82,154.72,WIN,9.7,155.23,154.907,32.29999999999791,7,2025,12
2025-12-08,2025-12-08 10:25:00,2025-12-08 13:00:00,BUY,155.442,155.542,WIN,9.7,155.381,154.893,48.799999999999955,10,2025,12
2025-12-09,2025-12-09 08:15:00,2025-12-09 09:50:00,BUY,156.086,156.186,WIN,9.7,156.033,155.736,29.699999999999704,8,2025,12
2025-12-12,2025-12-12 10:55:00,2025-12-12 12:20:00,BUY,155.834,155.934,WIN,9.7,155.769,155.443,32.59999999999934,10,2025,12
